1	0.00033333
6	0.023843
11	0.084607
16	0.19056
21	0.32277
26	0.50753
31	0.7169
36	0.96569
41	1.2437
46	1.6084
51	1.9707
56	2.3326
61	2.809
66	3.2904
71	3.8018
76	4.329
81	4.9541
86	5.5932
91	6.3048
96	6.948
101	7.6986
106	8.4818
111	9.6551
116	13.695
121	17.666
126	21.296
131	24.631
136	27.859
141	30.616
146	33.352
